Sample	fastqc-percent_duplicates	fastqc-percent_gc	fastqc-avg_sequence_length	fastqc-median_sequence_length	fastqc-percent_fails	fastqc-total_sequences
SRR27013335_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	24.890383917316086	41.0	243.207302372001	294	9.090909090909092	0.8386589999999999
SRR27013336_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	29.88940618847819	40.0	247.16098460863032	294	9.090909090909092	0.829101
SRR27013336_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	23.809672649481797	41.0	250.81778878568474	301	18.181818181818183	0.829101
SRR27013337_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	30.611363048190015	42.0	255.06008324727986	301	18.181818181818183	0.660442
SRR27013337_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	24.773755152057475	42.0	258.3610892402361	301	18.181818181818183	0.660442
SRR27013338_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	30.922822789334447	40.0	266.75923364404395	301	18.181818181818183	0.664391
SRR27013339_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	27.307190899080666	41.0	253.86831391525808	301	9.090909090909092	0.707159
SRR27013339_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	21.912415746805678	41.0	256.95614494052967	301	9.090909090909092	0.707159
SRR27013340_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	25.142294724297784	40.0	279.10658422332153	301	9.090909090909092	0.601787
SRR27013341_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	35.54382662430231	41.0	233.31249965871797	264	9.090909090909092	1.098798
SRR27013342_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	31.362537547241033	41.0	246.48770666583903	294	9.090909090909092	0.8699429999999999
SRR27013342_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	27.968304910235673	41.0	248.14118913538013	301	9.090909090909092	0.8699429999999999
SRR27013343_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	40.64656737289278	40.0	227.24591516783687	264	9.090909090909092	1.0396999999999998
SRR27013343_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	37.317637632144596	41.0	228.91445609310378	274	9.090909090909092	1.0396999999999998
