Sample	fastqc-percent_duplicates	fastqc-percent_gc	fastqc-avg_sequence_length	fastqc-median_sequence_length	fastqc-percent_fails	fastqc-total_sequences
SRR27013318_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	17.43814319825917	41.0	263.199861250984	301	9.090909090909092	0.45477799999999996
SRR27013319_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	19.899641986801328	40.0	247.9427504915723	294	9.090909090909092	0.47551499999999997
SRR27013319_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	19.39334886488558	41.0	253.08021198069463	301	9.090909090909092	0.47551499999999997
SRR27013320_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	23.521455226094602	41.0	238.89191875764428	274	9.090909090909092	0.6745249999999999
SRR27013321_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	25.76613534585384	40.0	235.03585365622558	264	9.090909090909092	0.738781
SRR27013321_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	25.110145710725433	41.0	237.1463776139343	274	18.181818181818183	0.738781
SRR27013322_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	27.592438183890167	41.0	240.68655584312165	274	9.090909090909092	0.75345
SRR27013322_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	26.28148209290528	41.0	243.55254695069348	284	9.090909090909092	0.75345
SRR27013323_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	22.032194905535007	41.0	237.65203356108663	274	9.090909090909092	0.5765009999999999
SRR27013323_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	20.396088022518384	41.0	245.79861266502573	301	9.090909090909092	0.5765009999999999
SRR27013324_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	24.669634751712778	40.0	239.9844233234699	274	9.090909090909092	0.658324
SRR27013324_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	23.76633946058253	41.0	241.89215568625784	284	9.090909090909092	0.658324
