"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"SAOUHSC_00022",3017.39733165076,-0.396529316890358,0.573487844514396,-0.691434562533965,0.489292490253868,0.999717718053886
"SAOUHSC_00023",1279.9415410265,0.110342266584079,0.541768369630049,0.203670558802514,0.838610950605303,0.999717718053886
"SAOUHSC_00024",33.6580873856095,-1.86574619455303,1.08247088546586,-1.72359942387741,0.084780182622347,0.999717718053886
"SAOUHSC_00025",27.8861967776751,-1.12353578038186,0.812818426455722,-1.38227154283524,0.166888340245127,0.999717718053886
"SAOUHSC_00026",5.76282569527365,4.72412515821042,1.97788346871416,2.38847496980276,0.0169184607369403,0.999717718053886
"SAOUHSC_00030",6.66510663154517,-0.969913460908035,2.10314232074179,-0.461173479009228,0.64467414754378,0.999717718053886
"SAOUHSC_00031",14.5992742861881,-1.23631524680945,1.42210478748215,-0.869355941764569,0.384652473463422,0.999717718053886
"SAOUHSC_00032",3.16395473708362,-1.07422971594807,2.43170073828,-0.441760657073248,0.658662411105899,0.999717718053886
"SAOUHSC_00033",22.4765806238063,-0.600800612725286,1.6351943021054,-0.367418484734031,0.713306885516337,0.999717718053886
"SAOUHSC_00034",10.752450164846,-0.683042665028077,1.81553138619743,-0.376221898569701,0.706751936631545,0.999717718053886
"SAOUHSC_00035",28.8867518089628,-0.713392642797354,1.56872301401299,-0.454760105145908,0.649281834461412,0.999717718053886
"SAOUHSC_00036",247.360917072496,-0.11070808977959,2.58622738958773,-0.0428067888482296,0.965855552233596,0.999717718053886
"SAOUHSC_00037",199.934883019419,-0.537083279272067,2.45097489369345,-0.219130469534398,0.826548416258568,0.999717718053886
"SAOUHSC_00039",41.4482077353294,-0.762060337101235,0.871377876976856,-0.874546344629628,0.381820793116201,0.999717718053886
"SAOUHSC_00043",1.91952479784371,-4.65471033164845,3.70631847719447,-1.25588514864267,0.209157613844519,0.999717718053886
"SAOUHSC_00044",2.08727191396515,-4.77820617034994,3.45038479694304,-1.38483283794414,0.16610358735628,0.999717718053886
"SAOUHSC_00046",1.69747877695255,-3.05119295792782,3.67892070632555,-0.829371764572579,0.406894073632631,0.999717718053886
"SAOUHSC_00047",21.9544281365272,-0.915695592160394,1.44261906298535,-0.634745246098065,0.52559457895803,0.999717718053886
"SAOUHSC_00049",5.87510433336096,-0.43913586239823,1.81503221581917,-0.24194383910703,0.808823680335608,0.999717718053886
"SAOUHSC_00055",4.77833287161541,-1.92874693007127,1.50020576984483,-1.28565492070515,0.198563520354634,0.999717718053886
"SAOUHSC_00056",89.8910820808169,0.212371566134163,0.653012555549386,0.325218197306317,0.745015937174027,0.999717718053886
"SAOUHSC_00057",54.8472548561707,0.0430297285551566,1.04505426654987,0.0411746355499934,0.967156674418769,0.999717718053886
"SAOUHSC_00058",159.74650407012,-0.492167807018143,0.88062658808858,-0.558883655882347,0.576241124520331,0.999717718053886
"SAOUHSC_00060",345.379358902381,0.626316354739564,0.550024325833466,1.13870664500246,0.254825530246567,0.999717718053886
"SAOUHSC_00065",9.90651223092896,0.731582608649459,1.97012194961306,0.37133874316417,0.710385244670858,0.999717718053886
"SAOUHSC_00067",71.4807482341347,0.0862496540498135,0.663217647216251,0.130047284495267,0.896529016691953,0.999717718053886
"SAOUHSC_00069",123.666099797524,-0.157620641746123,1.03535820592854,-0.152237786732722,0.878999391787942,0.999717718053886
"SAOUHSC_00071",12.4958657576581,-0.696267018398337,1.04403019223604,-0.66690314473293,0.504834002110814,0.999717718053886
"SAOUHSC_00072",12.6511616387354,-0.0635060176425873,1.1365107361024,-0.0558780622349225,0.955438947319632,0.999717718053886
"SAOUHSC_00074",4.8973916178972,1.37154059971061,1.64942689843004,0.831525544427631,0.405676803842341,0.999717718053886
"SAOUHSC_00076",1.34257054257176,1.67260768134024,2.92850924871636,0.571146456878491,0.567900369472064,0.999717718053886
"SAOUHSC_00077",8.91356030820269,0.76126785785549,1.27063967153336,0.59912174545662,0.549091701710764,0.999717718053886
"SAOUHSC_00078",13.2646432050722,-1.46132078148741,1.46627093911801,-0.996623981626771,0.318947060942538,0.999717718053886
"SAOUHSC_00079",12.2034202709115,-0.0204739315122272,1.69855166854238,-0.0120537584410352,0.990382725128083,0.999717718053886
"SAOUHSC_00080",20.8118129058256,-0.494314279091907,0.899491624439292,-0.549548506802432,0.582629085654004,0.999717718053886
"SAOUHSC_00081",20.6075896798223,0.854330463064274,1.02350894109085,0.834707376521532,0.403882487357554,0.999717718053886
"SAOUHSC_00082",17.7953595233157,-0.643704767688579,0.846088732568504,-0.76080054361965,0.446776209670875,0.999717718053886
"SAOUHSC_00083",1.68675574616256,-1.25315241906186,3.17977267683194,-0.394101260191468,0.693506280649975,0.999717718053886
"SAOUHSC_00086",9673.67272227212,-0.835334757288363,0.752797058322959,-1.10964136755433,0.267153597821166,0.999717718053886
"SAOUHSC_00089",2.34621003864695,-0.726767751379635,3.02319543196969,-0.240397211405591,0.810022339808658,0.999717718053886
"SAOUHSC_00090",2.03750307839676,1.31924809216328,2.66062361754217,0.495841682929198,0.620006113514397,0.999717718053886
"SAOUHSC_00092",25.4538990732754,0.265660874761111,0.960695620552874,0.276529703141797,0.782141248912004,0.999717718053886
"SAOUHSC_00093",3.69916633120797,2.06387491664656,1.82957627700984,1.12806169525747,0.259293864681957,0.999717718053886
"SAOUHSC_00094",251.867758644917,-2.39827337251469,1.1963067929396,-2.00473104948405,0.0449918072561779,0.999717718053886
"SAOUHSC_00096",66.9780333569783,-0.855307717346111,0.644906507149041,-1.32625071675459,0.184756665200606,0.999717718053886
"SAOUHSC_00097",15.5264947681852,-1.28923830178775,1.2101915744951,-1.06531753233006,0.28673226152258,0.999717718053886
"SAOUHSC_00099",48.5236271102066,-1.13243576401329,0.878969865289681,-1.28836699497096,0.197618242151937,0.999717718053886
"SAOUHSC_00100",121.398130330552,-0.466874132674932,0.783228229909765,-0.596089511136135,0.551115430823448,0.999717718053886
"SAOUHSC_00101",581.637601901619,0.0513857581926346,0.565628322003329,0.0908472157310611,0.927613992409462,0.999717718053886
"SAOUHSC_00102",12.4758847898553,0.952752389607244,1.34275004636895,0.709553049120099,0.477981343586499,0.999717718053886
"SAOUHSC_00103",20.6340201442674,0.813016545272733,0.912303700298295,0.891168746774678,0.372838648300433,0.999717718053886
"SAOUHSC_00104",7.19628345830164,1.38543961580884,1.7090366233891,0.810655311213548,0.417563643589772,0.999717718053886
"SAOUHSC_00105",4.96934040527822,0.438364188112741,1.84186406724207,0.238000293240494,0.811880866763931,0.999717718053886
"SAOUHSC_00106",17.0023745929057,0.51719284737447,1.14287789814021,0.452535523012641,0.65088323631909,0.999717718053886
"SAOUHSC_00107",37.9203839549505,0.645339214618966,0.860472975207459,0.749981967142403,0.453265565564042,0.999717718053886
"SAOUHSC_00108",7.51680261258987,-1.48974875513909,1.21242644110025,-1.22873331085322,0.219171812576522,0.999717718053886
"SAOUHSC_00113",60.1343666429248,0.448754793399508,0.907466624378762,0.494513827113718,0.620943343629176,0.999717718053886
"SAOUHSC_00114",20.0897888555074,-1.18234306611664,1.12298245953149,-1.05285978073951,0.292405261587409,0.999717718053886
"SAOUHSC_00115",349.745654734015,-0.941140387997415,0.818575805925546,-1.14972905525016,0.250255483362063,0.999717718053886
"SAOUHSC_00116",66.5574589094797,-0.673093835379881,0.826709218976039,-0.814184503970542,0.415539261360906,0.999717718053886
"SAOUHSC_00117",120.204347133041,-1.8030884894151,0.748297696697585,-2.40958711669507,0.0159705827183286,0.999717718053886
"SAOUHSC_00118",58.5722157470039,0.125951244770727,0.931337168904773,0.135237000063942,0.892424493973164,0.999717718053886
"SAOUHSC_00119",129.474730633391,-1.30831736790404,0.852364021143285,-1.53492795971043,0.124801524716944,0.999717718053886
"SAOUHSC_00120",127.808077930145,-1.82478138718314,1.01136629750041,-1.80427347805942,0.0711884453929164,0.999717718053886
"SAOUHSC_00121",41.2939597135971,-1.07810158015117,1.4584051663122,-0.739233242623046,0.459765378243842,0.999717718053886
"SAOUHSC_00122",62.4907183379406,-1.67439986665672,2.50493626886609,-0.668440106627813,0.503852701501351,0.999717718053886
"SAOUHSC_00123",49.3997794491481,-1.23729377563661,3.08740035012682,-0.40075585778365,0.688599881279986,0.999717718053886
"SAOUHSC_00124",41.0959157842215,-2.58762903127654,1.33415023364546,-1.93953346933504,0.0524364131735946,0.999717718053886
"SAOUHSC_00125",215.078250778985,-0.950662742852771,0.969092002172723,-0.980982962114399,0.326601143602532,0.999717718053886
"SAOUHSC_00126",29.9403639050843,-1.13903654957636,0.986611870306794,-1.15449305229033,0.248298085348813,0.999717718053886
"SAOUHSC_00127",480.044451943301,-1.01587473687294,0.834820822460456,-1.2168775736557,0.223650799443632,0.999717718053886
"SAOUHSC_00128",379.908983790084,-1.25350470490854,0.823697335719823,-1.52180254876399,0.128058562671898,0.999717718053886
"SAOUHSC_00129",94.6930821560744,-0.786066834383038,0.920359934306443,-0.854086325449831,0.393057160093729,0.999717718053886
"SAOUHSC_00130",4.01386614946496,-2.31340170147791,2.07732469267214,-1.11364473239958,0.265431627986358,0.999717718053886
"SAOUHSC_00131",5.39711215540325,-3.20807715798659,1.65590952164578,-1.93735051103404,0.0527025117358369,0.999717718053886
"SAOUHSC_00132",8439.11122485169,0.580693765320036,0.54809559738999,1.0594753325611,0.289383357522074,0.999717718053886
"SAOUHSC_00133",171.449491860194,-0.59463225148699,0.66176373994953,-0.89855671380898,0.368888823824276,0.999717718053886
"SAOUHSC_00134",192.183504301997,0.059446969008551,1.0838872893176,0.0548460800255146,0.956261089073874,0.999717718053886
"SAOUHSC_00135",4.54744306248123,-0.474137286795794,1.63554958879875,-0.289894779126832,0.771896735864504,0.999717718053886
"SAOUHSC_00136",6.56817450254311,-0.665809725572726,1.39499698340433,-0.477283989495011,0.633159910245041,0.999717718053886
"SAOUHSC_00137",10.1588446813008,-1.02236192427957,1.43343831026381,-0.713223524834785,0.47570745136351,0.999717718053886
"SAOUHSC_00138",6.69992669808232,-0.775518700231047,1.59727142242647,-0.48552718676512,0.627302432517668,0.999717718053886
"SAOUHSC_00139",10.1708728266592,-1.19945062675592,1.3069260875359,-0.917764698551071,0.358742067466875,0.999717718053886
"SAOUHSC_00141",77.3482295611022,-0.657033248404652,1.25484654536299,-0.523596491405721,0.600559222360656,0.999717718053886
"SAOUHSC_00142",23.8175412889402,-0.967762634299977,1.25120092398921,-0.773467007372766,0.439246047086491,0.999717718053886
"SAOUHSC_00143",24.9233455885695,0.727993009152935,1.17895752530695,0.617488750464864,0.536912399096851,0.999717718053886
"SAOUHSC_00144",941.281518765527,0.432880598577902,0.529978030186039,0.816789704331605,0.414048616930043,0.999717718053886
"SAOUHSC_00145",52.9763754395435,1.64677437426238,1.0590631000414,1.55493508762416,0.119961529773478,0.999717718053886
"SAOUHSC_00146",265.161065386232,-0.35465920654637,1.02530389726186,-0.345906425883595,0.729413039265684,0.999717718053886
"SAOUHSC_00147",24.0669132810673,-1.19720841684029,1.12500483982732,-1.06418068123517,0.287246856863686,0.999717718053886
"SAOUHSC_00148",14.5060783508675,-0.373125304255607,1.08073489561544,-0.345251463397161,0.72990533232565,0.999717718053886
"SAOUHSC_00149",3.91180658865287,-0.0152549252069126,1.74212002146723,-0.0087565294118282,0.993013389661363,0.999717718053886
"SAOUHSC_00150",17.1738292513194,-1.04277827776271,1.00860546053325,-1.03388125344017,0.301191679913083,0.999717718053886
"SAOUHSC_00151",14.7291236984937,0.824777218312775,1.31742198509993,0.626053935368488,0.531279565094358,0.999717718053886
"SAOUHSC_00152",113.821342183803,0.379887541390061,0.580940090149667,0.653918618858257,0.513164237810406,0.999717718053886
"SAOUHSC_00153",916.672395834821,0.959221080451127,0.626656084583434,1.53069778471674,0.125844101541723,0.999717718053886
"SAOUHSC_00155",63.4227443668614,-0.695979766744948,0.619860703410264,-1.12280027257076,0.261522329593632,0.999717718053886
"SAOUHSC_00156",134.349209629454,-0.315034211344119,0.75381946679366,-0.417917320023724,0.676007568724495,0.999717718053886
"SAOUHSC_00157",59.8189253254838,0.367918300658208,0.772227517604586,0.476437697790767,0.633762583145821,0.999717718053886
"SAOUHSC_00158",105.538106893003,-0.56668996978521,0.93246058627688,-0.607736110378547,0.543362509213954,0.999717718053886
"SAOUHSC_00160",271.623347584011,0.30405634089098,0.732062663271069,0.415341959296718,0.677891588934191,0.999717718053886
"SAOUHSC_00162",15.2572148299379,-1.2988628420279,1.27543720520918,-1.0183667504155,0.308503697284803,0.999717718053886
"SAOUHSC_00163",11.6159441244179,-2.61624677224974,1.69557733422501,-1.54298286456249,0.12283493355235,0.999717718053886
"SAOUHSC_00164",4.99528470683254,5.72587951155258,2.5420397987766,2.25247437680096,0.0242923101795052,0.999717718053886
"SAOUHSC_00166",3.08087501318109,5.02940870830367,2.89990337389836,1.73433665189423,0.0828583678719887,0.999717718053886
"SAOUHSC_00167",55.6403877427182,0.512264482786961,0.736866041036608,0.69519350093311,0.48693404468398,0.999717718053886
"SAOUHSC_00168",13.6470559098355,-0.0360748927889071,1.01376431583518,-0.0355850883932396,0.971613198530056,0.999717718053886
"SAOUHSC_00169",3.9107500225208,-5.6502366518154,2.92047743489089,-1.93469621929351,0.0530275845993271,0.999717718053886
"SAOUHSC_00170",3.44738325517094,0.865394589039856,2.31023688933951,0.374591278077664,0.707964460599773,0.999717718053886
"SAOUHSC_00171",40.2746629757292,0.403315195743021,0.717056990776312,0.562459052670803,0.573803294620723,0.999717718053886
"SAOUHSC_00172",2.94023893851872,-1.00499062204547,2.85388154227387,-0.3521486814217,0.724726761160268,0.999717718053886
"SAOUHSC_00173",8.01943546658728,-0.317602101499544,2.13066943691045,-0.149062119161984,0.881504616413183,0.999717718053886
"SAOUHSC_00174",46.3571418802319,-0.260198355573208,1.16490275710525,-0.223364872291824,0.823251541543633,0.999717718053886
"SAOUHSC_00176",10.0446281217009,0.331292932570932,1.36777979282018,0.242212185258163,0.808615753655444,0.999717718053886
"SAOUHSC_00177",70.8383888601026,-0.886694925220456,0.586338530863309,-1.5122576439159,0.130468331736712,0.999717718053886
"SAOUHSC_00178",41.593115998648,-0.0555779413359251,1.05444031355534,-0.0527084754077055,0.957964186015943,0.999717718053886
"SAOUHSC_00179",22.4192112762418,1.52363288099095,0.977077288078088,1.55937805492126,0.118906927199474,0.999717718053886
"SAOUHSC_00180",57.3742393337703,-0.572804023702527,0.59011020057324,-0.970672974549665,0.331711153881836,0.999717718053886
"SAOUHSC_00181",39.6795734811259,0.690132435037957,0.883628998458422,0.781020582441229,0.434790389225617,0.999717718053886
"SAOUHSC_00182",2.01739957659317,-3.31143449364063,3.58849207515905,-0.922792756479434,0.356115216363516,0.999717718053886
"SAOUHSC_00184",7.85272648085656,-0.643863387204877,1.54190843320472,-0.417575631171991,0.676257416820473,0.999717718053886
"SAOUHSC_00185",5.83146355548991,1.71157288689354,1.5224133273071,1.12424980535413,0.260907065879811,0.999717718053886
"SAOUHSC_00186",4.44914572778327,-0.0876825485336552,1.91437247843539,-0.0458022404319757,0.963467873080193,0.999717718053886
"SAOUHSC_00187",4979.36522211062,0.198776235777095,0.732335069042618,0.271427989973163,0.786061876887664,0.999717718053886
"SAOUHSC_00188",2080.71419114162,0.250416197296891,0.85935726878591,0.291399405570486,0.770745869116918,0.999717718053886
"SAOUHSC_00190",5.99175303292007,-0.082625410203354,1.38907538763442,-0.0594823081158066,0.95256795660236,0.999717718053886
"SAOUHSC_00191",4.1856691245937,-4.5017149044189,3.05519225742248,-1.47346370542873,0.140626043481987,0.999717718053886
"SAOUHSC_00192",31.3785597396135,-0.0384312248552866,1.1824996675114,-0.0324999878741329,0.974073325700824,0.999717718053886
"SAOUHSC_00193",1.36587041443833,0.528978910083356,3.44810582054426,0.153411448956013,0.878073816799076,0.999717718053886
"SAOUHSC_00198",3995.21868760519,-1.9240829804215,0.945162660837016,-2.03571624244823,0.0417788571401878,0.999717718053886
"SAOUHSC_00200",16.6435977022409,-0.0573450630462052,1.22532864556581,-0.0467997408317548,0.962672835595051,0.999717718053886
"SAOUHSC_00201",21.0401044893855,-0.163019343749602,1.5858033975562,-0.102799214581595,0.918122328636531,0.999717718053886
"SAOUHSC_00202",2.70815029430682,1.58485031509448,2.47079370034642,0.641433687835726,0.521240951564067,0.999717718053886
"SAOUHSC_00203",8.4190898754827,1.41376221817812,1.29700589004261,1.09001989045067,0.27570438238503,0.999717718053886
"SAOUHSC_00204",311.961204450983,0.373408718965982,0.781953034370517,0.477533435581053,0.632982317690015,0.999717718053886
"SAOUHSC_00206",1560.11962942165,-0.315225240090681,0.716170564573493,-0.440153862339217,0.65982567325344,0.999717718053886
"SAOUHSC_00208",13.0334500559963,0.473621509555536,1.05227019204599,0.450094959579388,0.65264197106144,0.999717718053886
"SAOUHSC_00209",97.5595995084251,-0.616745753345011,0.811625133321303,-0.75988991472108,0.447320390532139,0.999717718053886
"SAOUHSC_00211",8.77929998510812,-1.28857541040335,1.46787798404929,-0.877849129427423,0.38002559875496,0.999717718053886
"SAOUHSC_00213",15.5761220387887,-0.106307895182272,0.988887615606022,-0.107502504333744,0.914390338666766,0.999717718053886
"SAOUHSC_00216",33.8841673445654,0.546833534457975,0.937460578659162,0.583313631427685,0.55968218771503,0.999717718053886
"SAOUHSC_00217",55.6619177004059,0.313476515043573,1.27551521183767,0.24576462290241,0.805864444072336,0.999717718053886
"SAOUHSC_00218",4.73162978460015,0.673004409362794,1.54631036169476,0.435232425543071,0.663393728530274,0.999717718053886
"SAOUHSC_00219",279.548409475085,0.873454982432951,0.694668888734061,1.25736879338976,0.208620123909305,0.999717718053886
"SAOUHSC_00220",22.864482800481,-0.709205546805427,0.983016457094506,-0.721458467645211,0.470627484989826,0.999717718053886
"SAOUHSC_00221",56.3170464422799,1.03764974359433,0.878089345246802,1.18171316986278,0.237319530884576,0.999717718053886
"SAOUHSC_00222",87.3265508945554,0.155400741965653,0.86700818455604,0.17923791808866,0.857750891462603,0.999717718053886
"SAOUHSC_00223",20.8148493500654,-0.322320675391812,1.53845172427064,-0.209509775514484,0.834050304962201,0.999717718053886
"SAOUHSC_00225",39.0874280010261,-0.749078082296521,0.814931608552105,-0.919191346163898,0.357995496753061,0.999717718053886
"SAOUHSC_00226",133.907219243114,-0.313565647277301,0.596533513284976,-0.525646322116196,0.599133965686473,0.999717718053886
"SAOUHSC_00227",909.766076388491,0.186281584164975,0.524688561685054,0.3550326760826,0.722565111788784,0.999717718053886
"SAOUHSC_00228",266.168925451664,-0.116662055141668,0.773948836619448,-0.150736133477815,0.880183868492018,0.999717718053886
"SAOUHSC_00229",3.21064519487006,-0.201083757485141,2.3084248508052,-0.0871086435475693,0.930585154947058,0.999717718053886
"SAOUHSC_00230",56.41756951641,-0.0660144835522731,0.643115730234819,-0.102647906821016,0.918242419480996,0.999717718053886
"SAOUHSC_00231",1.44000852477111,-0.712888295753422,3.38168354486224,-0.21080869522416,0.833036553210386,0.999717718053886
"SAOUHSC_00232",93.2848523429627,0.935303989926939,0.701723512283298,1.33286682511693,0.182575511142203,0.999717718053886
"SAOUHSC_00233",116.158694117262,0.920418545262275,0.762870442258271,1.20652013012541,0.227617002108013,0.999717718053886
"SAOUHSC_00234",23.2674049578714,0.917484979724153,1.14477279982027,0.801455956909701,0.422867731710991,0.999717718053886
"SAOUHSC_00235",18.6366367663602,0.796134813105885,1.57828026382938,0.504431837203756,0.613957950160701,0.999717718053886
"SAOUHSC_00236",243.165412372591,0.89580866035493,0.993229249339227,0.901915303995419,0.367101861020707,0.999717718053886
"SAOUHSC_00237",101.293666610819,-0.110290937038182,0.913500668065392,-0.120734380273368,0.903901426655352,0.999717718053886
"SAOUHSC_00238",6.89193188558179,0.21496319342151,1.4113861462413,0.152306435764573,0.878945249135316,0.999717718053886
"SAOUHSC_00239",48.9476808970096,0.866508261101011,0.756736849583182,1.14505889541165,0.252184761218856,0.999717718053886
"SAOUHSC_00240",28.8102267369889,0.570574671380381,0.787186558149448,0.724827762203806,0.468557701863231,0.999717718053886
"SAOUHSC_00241",131.981447226639,-0.234002269682545,0.63736354415606,-0.367140969746536,0.713513868458793,0.999717718053886
"SAOUHSC_00242",102.572628916403,0.435672756380193,1.25385198910707,0.347467452430696,0.728240166272043,0.999717718053886
"SAOUHSC_00244",3.71268790133194,-2.93409199361059,3.10171700316878,-0.94595734898221,0.344170340755968,0.999717718053886
"SAOUHSC_00246",32.1744106243616,0.175798454056397,0.981243503614827,0.179158846309574,0.857812976725789,0.999717718053886
"SAOUHSC_00247",63.4600209686801,-0.644638754231182,0.874955961419188,-0.736767086180624,0.461264002092998,0.999717718053886
"SAOUHSC_00248",51.9614912686479,0.0599849996994794,0.666640397826235,0.0899810450957923,0.928302277540296,0.999717718053886
"SAOUHSC_00249",5.62231737742289,-0.30489880204791,1.7747359443708,-0.171799530524529,0.863595134624258,0.999717718053886
"SAOUHSC_00250",4.06957160096215,-1.82071994224775,1.89204786841037,-0.962301204238265,0.335898324253297,0.999717718053886
"SAOUHSC_00251",6.14976221382703,-0.438145699607737,1.69175788776564,-0.258988418364291,0.795644176513201,0.999717718053886
"SAOUHSC_00253",6.26047009821801,1.74637384779168,1.59335091316115,1.09603843909496,0.273061953028121,0.999717718053886
"SAOUHSC_00256",22.0982399917413,-0.0842722349981586,1.01824208594267,-0.0827624748196698,0.934040407478647,0.999717718053886
