"","fm_1","fm_2","fm_3","fm_4","m_1","m_2","m_3"
"SAOUHSC_00785",1229.41861405402,626.994828672456,1675.10530691828,933.670864516221,1721.5879959371,1581.29274633669,947.183171347864
"SAOUHSC_00786",433.290800941675,69.6660920747173,184.754261792457,135.590418541209,87.1341820000132,254.887563181031,174.363918342157
"SAOUHSC_00787",4.69691925140027,67.0858664423204,58.2255855345925,7.13633781795838,27.5160574736884,22.2717288216435,8.90660486620053
"SAOUHSC_00788",61.0599502682035,100.628799663481,143.324518238997,104.666287996723,77.9621628421171,113.833280643956,48.6437650384798
"SAOUHSC_00789",193.747919120261,144.492635414229,75.021427515725,193.870510721203,161.427537178972,195.496286323315,84.6127462289051
"SAOUHSC_00790",46.3820776075776,10.3209025295877,60.4650311320768,32.1135201808127,64.2041341052729,1.23731826786908,57.5503699046804
"SAOUHSC_00792",99.2224191858307,61.9254151775265,85.0989327044044,137.969197813862,214.625248294769,54.4420037862396,85.6404314057744
"SAOUHSC_00793",15.8521024734759,0,20.1550103773589,26.1665719991807,25.6816536421092,0,8.22148141495434
"SAOUHSC_00794",1949.80860423754,567.649639127326,1121.96224433965,2100.46209775242,2908.44727496886,2519.17999338145,733.767216284675
"SAOUHSC_00795",2644.36553853835,745.685207762715,1376.13931965412,3386.19229462125,2731.42730522147,2037.86318718038,644.016044171423
"SAOUHSC_00796",2742.41372791133,583.130992921708,726.700096383664,3414.73764589308,2254.48230901087,2506.80681070276,295.973330938356
"SAOUHSC_00797",5484.24034091624,972.745063413646,1016.70830125788,3957.09932005792,3700.90973021109,3877.75545150171,629.28588996963
"SAOUHSC_00798",2440.04955110244,952.10325835447,1764.68313081765,2331.20368719974,2398.48300978984,2427.61844155914,965.338942805889
"SAOUHSC_00799",3827.98918989122,1192.06424216739,1559.77385864783,5440.26819655694,3752.27303749531,2796.33928538413,2320.85569109649
"SAOUHSC_00800",7.0453788771004,56.7649639127326,13.436673584906,21.4090134538751,11.0064229894754,22.2717288216435,2.05537035373859
"SAOUHSC_00801",7.0453788771004,0,78.3805959119515,0,3.66880766315845,2.47463653573817,27.0623763242247
"SAOUHSC_00802",19.3747919120261,36.1231588535571,114.211725471701,38.0604683624447,40.356884294743,34.6449115003343,64.0590426915192
"SAOUHSC_00803",1224.72169480262,606.35302361328,927.130477358511,647.02796216156,508.129861347445,752.289506864402,605.306569176013
"SAOUHSC_00804",273.008431487641,180.615794267786,80.6200415094358,133.211639268556,148.586710357917,128.681099858385,66.1144130452578
"SAOUHSC_00806",2.93557453212517,15.4813537943816,0,0,3.66880766315845,0,0
"SAOUHSC_00808",0,0,15.6761191823903,4.75755854530559,3.66880766315845,0,0
"SAOUHSC_00810",0.587114906425034,0,24.6339015723276,0,0,0,0
"SAOUHSC_00811",0,0,11.1972279874216,0,0,4.94927307147633,7.87891968933124
"SAOUHSC_00812",461115.937701876,111496.710027136,20131.4961985854,438139.028502464,417149.851714526,254330.76996049,32646.1324518812
"SAOUHSC_00816",1.17422981285007,0,23.5141787735854,0,0,0,0
"SAOUHSC_00819",78.6733974609545,108.369476560671,73.9017047169828,61.8482610889726,66.0385379368521,47.0180941790251,141.135430956716
"SAOUHSC_00821",2.34845962570013,0,2.23944559748433,2.37877927265279,4.58600957894806,0,1.02768517686929
"SAOUHSC_00822",1.17422981285007,0,0,9.51511709061117,0.917201915789613,2.47463653573817,0.342561725623097
"SAOUHSC_00823",1.17422981285007,7.74067689719081,29.1127927672963,3.56816890897919,0,6.18659133934541,0.342561725623097
"SAOUHSC_00824",0,15.4813537943816,8.95778238993731,1.1893896363264,3.66880766315845,14.847819214429,0.685123451246195
"SAOUHSC_00825",25.8330558827015,185.77624553258,239.620678930823,53.5225336346878,44.942893873691,124.969145054777,24.664444244863
"SAOUHSC_00826",19.3747919120261,121.270604722656,212.747331761011,44.0074165440767,44.0256919579014,58.1539585898469,11.6470986711853
"SAOUHSC_00827",0,5.16045126479387,2.23944559748433,2.37877927265279,0,4.94927307147633,17.8132097324011
"SAOUHSC_00828",1.17422981285007,15.4813537943816,17.9155647798746,14.2726756359168,0.917201915789613,0,3.76817898185407
"SAOUHSC_00830",35.226894385502,46.4440613831449,127.648399056607,64.2270403616254,43.1084900421118,37.1195480360725,322.350583811335
"SAOUHSC_00831",7.63249378352544,0,13.436673584906,7.13633781795838,2.75160574736884,0,0.685123451246195
"SAOUHSC_00832",6.45826397067537,15.4813537943816,0,14.2726756359168,10.0892210736857,4.94927307147633,15.0727159274163
"SAOUHSC_00833",11.7422981285007,20.6418050591755,17.9155647798746,4.75755854530559,14.6752306526338,22.2717288216435,38.0243515441638
"SAOUHSC_00834",76.3249378352544,0,13.436673584906,16.6514549085695,25.6816536421092,29.695638428858,26.0346911473554
"SAOUHSC_00835",0,0,11.1972279874216,0,0,1.23731826786908,4.11074070747717
"SAOUHSC_00836",123.294130349257,5.16045126479387,11.1972279874216,99.9087294514173,152.255518021076,85.3749604829667,24.3218825192399
"SAOUHSC_00837",0,0,0,0,0,12.3731826786908,3.76817898185407
"SAOUHSC_00838",7.0453788771004,0,1.11972279874216,27.3559616355071,33.0192689684261,29.695638428858,9.93429004306983
"SAOUHSC_00839",22.8974813505763,51.6045126479388,7.83805959119515,72.5527678159102,37.6052785473741,21.0344105537744,3.08305553060788
"SAOUHSC_00840",2.34845962570013,0,24.6339015723276,0,3.66880766315845,8.66122787508358,1.37024690249239
"SAOUHSC_00841",3.5226894385502,5.16045126479387,31.3522383647806,2.37877927265279,21.0956440631611,8.66122787508358,0.342561725623097
"SAOUHSC_00842",56.9501459232283,139.332184149435,70.5425363207563,70.1739885432574,123.822258631598,39.5941845718106,95.2321597232211
"SAOUHSC_00843",96.2868446537055,108.369476560671,55.9861399371082,325.892760353433,366.880766315845,126.206463322646,68.1697833989964
"SAOUHSC_00844",14.6778726606258,15.4813537943816,85.0989327044044,0,16.509634484213,32.1702749645961,25.3495676961092
"SAOUHSC_00845",4.69691925140027,0,0,4.75755854530559,1.83440383157923,2.47463653573817,0
"SAOUHSC_00846",30.5299751341017,41.283610118351,38.0705751572336,38.0604683624447,63.2869321894833,71.7644595364068,39.7371601722793
"SAOUHSC_00847",18.200562099176,15.4813537943816,13.436673584906,1.1893896363264,9.17201915789613,7.4239096072145,11.6470986711853
"SAOUHSC_00848",1767.21586833935,1228.18740102094,649.439223270455,350.869942716287,1189.61088477913,1216.28385731531,1314.40934121582
"SAOUHSC_00849",9769.59204291256,5072.72359329238,1981.90935377363,3296.98807189677,5511.46631197978,3058.65075817237,4496.12264880315
"SAOUHSC_00850",606.48969833706,614.093700510471,275.451808490572,211.711355266099,313.683055200048,407.077710128928,183.270523208357
"SAOUHSC_00851",3527.97347270803,3026.60466680161,1725.49283286167,1305.94982068638,5741.68399284297,1296.7095447268,2158.48143315114
"SAOUHSC_00853",0,30.9627075887633,6.71833679245298,0,0,0,0
"SAOUHSC_00854",284.163614709716,330.268880946808,120.930062264154,52.3331439983614,211.873642547401,205.394832466268,82.8999376007896
"SAOUHSC_00855",376.340655018447,1666.82575852842,44.7889119496865,245.014265083238,847.494570189602,1920.31795173282,106.536696668783
"SAOUHSC_00858",21.1361366313012,0,26.8733471698119,0,16.509634484213,2.47463653573817,9.93429004306983
"SAOUHSC_00859",234.258847663588,335.429332211602,135.486458647802,202.196238175487,233.886488526351,147.240873876421,187.723825641457
"SAOUHSC_00860",164.979288705434,90.3078971338928,150.04285503145,55.9013129073406,89.885787747382,169.512602698064,140.45030750547
"SAOUHSC_00861",728.609598873467,588.291444186502,197.071212578621,777.860822157463,781.45603225275,580.3022676306,411.41663247334
"SAOUHSC_00862",0,25.8022563239694,27.9930699685541,4.75755854530559,14.6752306526338,4.94927307147633,3.76817898185407
"SAOUHSC_00863",0,0,5.59861399371082,0,0,0,2.05537035373859
"SAOUHSC_00864",7.0453788771004,0,5.59861399371082,4.75755854530559,1.83440383157923,7.4239096072145,3.42561725623097
"SAOUHSC_00865",11.7422981285007,12.9011281619847,2.23944559748433,0,7.3376153263169,17.3224557501672,29.1177466779633
"SAOUHSC_00866",50.4918819525529,309.627075887633,118.690616666669,99.9087294514173,117.40184522107,91.5615518223121,162.716819670971
"SAOUHSC_00869",783.211285170995,756.006110292303,815.158197484295,398.445528169343,679.646619600103,659.490636774221,569.680149711211
"SAOUHSC_00870",319.977624001643,562.489187862532,484.839971855357,177.219055812633,438.422515747435,292.007111217103,216.156448868174
"SAOUHSC_00871",257.74344392059,387.033844859541,230.662896540886,154.620652722432,405.403246779009,289.532474681365,117.156110163099
"SAOUHSC_00872",302.951291715317,577.970541656914,519.551378616364,167.703938722022,335.695901178998,217.768015144959,196.972992233281
"SAOUHSC_00873",8.21960868995047,10.3209025295877,0,2.37877927265279,12.8408268210546,6.18659133934541,104.138764589422
"SAOUHSC_00875",836.638741655673,952.10325835447,100.775051886795,178.408445448959,476.944996210599,290.769792949234,262.402281827293
"SAOUHSC_00876",31.7042049469518,18.0615794267786,0,4.75755854530559,34.8536728000053,6.18659133934541,0.685123451246195
"SAOUHSC_00877",116.835866378582,121.270604722656,141.085072641513,114.181405087334,183.440383157923,134.86769119773,132.228826090516
"SAOUHSC_00878",250.110950137064,170.294891738198,340.395730817618,292.589850536294,228.383277031614,212.818742073482,248.014689351123
"SAOUHSC_00879",84.5445465252048,56.7649639127326,55.9861399371082,292.589850536294,204.536027221084,154.664783483635,101.398270784437
"SAOUHSC_00880",631.735639313336,492.823095787815,1104.04667955977,68.984598906931,500.792246021128,439.247985093524,854.006381978382
"SAOUHSC_00881",236.020192382863,162.554214841007,314.642106446548,48.7649750893823,148.586710357917,160.851374822981,409.018700393978
"SAOUHSC_00882",8.21960868995047,0,33.5916839622649,4.75755854530559,18.3440383157923,9.89854614295266,9.59172831744673
"SAOUHSC_00883",59.8857204553534,18.0615794267786,100.775051886795,40.4392476350975,97.2234030736989,59.391276857716,132.228826090516
"SAOUHSC_00884",75.7378229288293,103.209025295878,266.494026100635,48.7649750893823,166.93074867371,126.206463322646,150.042035822917
"SAOUHSC_00885",100.983763905106,183.196019900183,352.712681603782,84.4466641791741,131.159873957915,141.054282537075,252.467991784223
"SAOUHSC_00886",403.935055620423,361.231588535571,600.1714201258,551.876791255448,554.907159052716,502.351216754848,546.38595236884
"SAOUHSC_00887",202.554642716637,98.0485740310836,113.092002672959,201.006848539161,281.580988147411,164.563329626588,173.336233165287
"SAOUHSC_00888",91.0028104958802,64.5056408099234,76.1411503144671,19.0302341812223,114.650239473702,95.2735066259194,120.239165693707
"SAOUHSC_00889",821.373754088622,603.772797980883,696.467580817626,689.84598906931,686.06703301063,720.119231899806,655.320581116985
"SAOUHSC_00890",3.5226894385502,30.9627075887633,0,11.893896363264,10.0892210736857,16.0851374822981,16.4429628299087
"SAOUHSC_00891",82.1960868995047,67.0858664423204,11.1972279874216,90.3936123608061,113.733037557912,70.5271412685377,37.6817898185407
"SAOUHSC_00892",29.3557453212517,25.8022563239694,15.6761191823903,21.4090134538751,25.6816536421092,29.695638428858,70.225153752735
"SAOUHSC_00893",201.380412903786,38.7033844859541,38.0705751572336,158.188821631411,157.758729515813,29.695638428858,41.7925305260179
"SAOUHSC_00894",4843.69797800653,2688.59510895761,1102.92695676103,5077.50435747739,5848.99661699036,2636.72522882902,2039.95507608555
"SAOUHSC_00895",43779.9843423019,19243.3227664164,30307.5369935541,28513.2377516527,33251.3210531208,17805.0098746361,17456.2604143018
"SAOUHSC_00896",179.65716136606,2.58022563239694,30.2325155660384,38.0604683624447,23.8472498105299,87.8495970187049,83.9276227776589
"SAOUHSC_00897",44.6207328883025,121.270604722656,57.1058627358503,15.4620652722432,55.9493168631664,34.6449115003343,41.4499688003948
"SAOUHSC_00898",1271.1037724102,1135.29927825465,1560.89358144658,1468.8962008631,1726.17400551605,1201.43603810088,1793.65319536254
"SAOUHSC_00899",393.366987304772,330.268880946808,313.522383647806,321.135201808127,569.582389705349,570.403721487647,647.441661427654
"SAOUHSC_00900",320.564738908068,552.168285332945,179.155647798746,485.27097162117,447.594534905331,425.637484146964,567.282217631849
"SAOUHSC_00901",8.21960868995047,92.8881227662898,71.6622591194985,0,14.6752306526338,23.5090470895126,6.50867278683885
"SAOUHSC_00902",29.9428602276767,116.110153457862,69.4228135220142,14.2726756359168,38.5224804631637,37.1195480360725,14.7301542017932
"SAOUHSC_00903",17.613447192751,0,8.95778238993731,0,2.75160574736884,29.695638428858,5.48098760996956
"SAOUHSC_00904",168.501978143985,242.541209445312,274.33208569183,55.9013129073406,147.669508442128,475.130214861728,310.703485140149
"SAOUHSC_00905",643.477937441837,562.489187862532,318.001274842774,1221.50315650721,913.533108126454,1231.13167652974,723.490364515982
"SAOUHSC_00906",353.44317366787,221.899404386137,145.563963836481,206.953796720793,277.912180484253,381.094026503677,229.858917893098
"SAOUHSC_00907",0,0,0,14.2726756359168,3.66880766315845,0,1.71280862811549
"SAOUHSC_00908",1440.19286546061,988.226417208027,300.0857100629,1619.94868467655,2866.25598684254,962.633612402146,1407.92869231093
"SAOUHSC_00909",44.6207328883025,190.936696797373,61.584753930819,54.7119232710142,109.147027978964,74.239096072145,96.2598449000904
"SAOUHSC_00910",680.466176546614,970.164837781249,111.972279874216,2019.58360248222,2027.01623389504,56.9166403219778,79.8168820701817
"SAOUHSC_00911",10.5680683156506,0,0,0,5.50321149473768,2.47463653573817,3.42561725623097
"SAOUHSC_00912",13929.8882698403,4530.87621048902,1500.4285503145,3770.36514715468,2607.60504658987,1014.60097965265,3479.05688542818
"SAOUHSC_00913",1.7613447192751,0,11.1972279874216,8.32572745428477,4.58600957894806,0,0
"SAOUHSC_00914",5.87114906425034,0,0,2.37877927265279,0,0,0
"SAOUHSC_00919",9.39383850280054,20.6418050591755,8.95778238993731,11.893896363264,3.66880766315845,0,45.560709507872
"SAOUHSC_00920",30.5299751341017,36.1231588535571,179.155647798746,35.6816890897919,17.4268364000026,24.7463653573817,104.481326315045
"SAOUHSC_00921",282.989384896866,170.294891738198,107.493388679248,273.559616355071,248.561719178985,163.326011358719,348.042713233067
"SAOUHSC_00923",18.7876770056011,20.6418050591755,128.768121855349,46.3861958167295,42.1912881263222,35.8822297682034,19.5260183605166
"SAOUHSC_00924",352.26894385502,227.059855650931,615.84753930819,330.650318898738,286.166997726359,331.601295788914,391.5480523872
"SAOUHSC_00925",334.655496662269,154.813537943816,800.601801100647,237.877927265279,140.331893115811,178.173830573148,565.911970729357
"SAOUHSC_00926",420.374273000324,392.194296124335,511.713319025169,497.164867984434,599.850052926407,623.608407006018,439.849255700057
"SAOUHSC_00927",177.895816646785,258.022563239694,226.184005345917,309.241305444863,363.211958652687,249.938290109555,207.592405727597
"SAOUHSC_00929",0,10.3209025295877,0,9.51511709061117,0.917201915789613,9.89854614295266,2.05537035373859
"SAOUHSC_00930",0,5.16045126479387,11.1972279874216,0,0,7.4239096072145,3.08305553060788
"SAOUHSC_00931",1.17422981285007,0,5.59861399371082,4.75755854530559,0,0,0
"SAOUHSC_00933",69.279558958154,46.4440613831449,26.8733471698119,45.1968061804031,82.5481724210651,61.8659133934541,65.0867278683885
"SAOUHSC_00934",4507.28113662498,9072.07332350763,5188.79544937119,7836.88831375463,4546.56989656911,9093.05195056989,8804.17891023923
"SAOUHSC_00935",371.056620860621,634.735505569647,709.904254402532,512.626933256677,683.315427263261,314.278840038747,290.149781602764
"SAOUHSC_00937",46.9691925140027,5.16045126479387,58.2255855345925,30.9241305444863,25.6816536421092,27.2210018931198,47.9586415872336
"SAOUHSC_00938",59.2986055489284,72.2463177071143,105.253943081763,59.4694818163198,137.580287368442,85.3749604829667,83.9276227776589
"SAOUHSC_00939",27.5944006019766,56.7649639127326,45.9086347484287,10.7045067269376,51.3633072842183,47.0180941790251,50.0140119409722
"SAOUHSC_00940",2.34845962570013,0,0,0,5.50321149473768,12.3731826786908,11.6470986711853
"SAOUHSC_00941",3.5226894385502,0,2.23944559748433,0,0,0,19.5260183605166
"SAOUHSC_00942",108.029142782206,696.660920747173,736.777601572344,171.272107631001,165.09634484213,379.856708235808,95.2321597232211
"SAOUHSC_00943",126.229704881382,172.875117370595,245.219292924534,136.779808177536,153.172719936865,205.394832466268,242.19114001553
"SAOUHSC_00944",34.0526645726519,15.4813537943816,22.3944559748433,14.2726756359168,94.4717973263301,113.833280643956,102.083394235683
"SAOUHSC_00945",508.441508964079,629.575054304853,970.799666509456,509.058764347698,433.836506168487,485.02876100468,268.225831162885
"SAOUHSC_00946",217.232515377262,335.429332211602,517.31193301888,196.249289993855,210.956440631611,341.499841931867,164.77219002471
"SAOUHSC_00947",5.87114906425034,0,41.4297435534601,22.5984030902015,17.4268364000026,21.0344105537744,30.8305553060788
"SAOUHSC_00948",83.3703167123548,180.615794267786,262.015134905666,45.1968061804031,74.2933551789586,59.391276857716,66.4569747708809
"SAOUHSC_00949",48.1434223268528,20.6418050591755,114.211725471701,16.6514549085695,64.2041341052729,42.0688211075488,41.7925305260179
"SAOUHSC_00950",1.17422981285007,0,0,4.75755854530559,1.83440383157923,7.4239096072145,1.02768517686929
"SAOUHSC_00951",31.7042049469518,10.3209025295877,51.5072487421395,33.3029098171391,23.8472498105299,12.3731826786908,24.664444244863
"SAOUHSC_00952",256.56921410774,412.83610118351,225.064282547175,98.7193398150909,207.287632968452,168.275284430195,174.363918342157
"SAOUHSC_00953",247.762490511364,304.466624622839,88.4581011006309,178.408445448959,322.855074357944,195.496286323315,190.464319446442
"SAOUHSC_00954",62.2341800810536,64.5056408099234,217.22622295598,80.8784952701949,60.5353264421144,136.105009465599,17.8132097324011
"SAOUHSC_00955",0,15.4813537943816,0,0,7.3376153263169,0,0
"SAOUHSC_00956",66.9310993324538,118.690379090259,85.0989327044044,118.93896363264,87.1341820000132,87.8495970187049,5.48098760996956
"SAOUHSC_00957",65.1697546131787,85.1474458690989,17.9155647798746,83.2572745428477,18.3440383157923,16.0851374822981,56.180123002188
"SAOUHSC_00958",9.39383850280054,5.16045126479387,11.1972279874216,7.13633781795838,16.509634484213,16.0851374822981,19.8685800861397
"SAOUHSC_00959",72.8022483967042,165.134440473404,105.253943081763,35.6816890897919,45.8600957894806,51.9673672505015,78.1040734420662
"SAOUHSC_00960",9.39383850280054,36.1231588535571,152.282300628934,16.6514549085695,11.0064229894754,108.884007572479,51.3842588434646
"SAOUHSC_T00049",0,15.4813537943816,0,9.51511709061117,0,0,1.37024690249239
"SAOUHSC_T0008",0,0,0,9.51511709061117,0,0,1.37024690249239
"SAOUHSC_00961",1.17422981285007,0,0,11.893896363264,0,0,4.11074070747717
"SAOUHSC_00962",0.587114906425034,0,26.8733471698119,0,0,0,4.11074070747717
"SAOUHSC_00963",1.7613447192751,15.4813537943816,35.8311295597492,0,1.83440383157923,2.47463653573817,3.76817898185407
"SAOUHSC_00964",27.0072856955515,74.8265433395112,47.0283575471709,16.6514549085695,50.4461053684287,37.1195480360725,6.85123451246195
"SAOUHSC_00965",24.6588260698514,113.529927825465,52.6269715408817,11.893896363264,63.2869321894833,35.8822297682034,7.19379623808505
"SAOUHSC_00966",7.0453788771004,0,38.0705751572336,0,7.3376153263169,12.3731826786908,8.22148141495434
"SAOUHSC_00968",0,0,49.2678031446552,4.75755854530559,0,0,3.42561725623097
"SAOUHSC_00969",0,0,13.436673584906,0,0,0,0
"SAOUHSC_00971",29.3557453212517,0,22.3944559748433,7.13633781795838,21.0956440631611,0,6.85123451246195
"SAOUHSC_00977",7.0453788771004,0,24.6339015723276,4.75755854530559,3.66880766315845,11.1358644108217,0
"SAOUHSC_00978",14.0907577542008,0,32.4719611635227,9.51511709061117,1.83440383157923,17.3224557501672,0
"SAOUHSC_00980",54.0145713911031,23.2220306915724,29.1127927672963,52.3331439983614,44.0256919579014,65.5778681970614,51.0416971178415
"SAOUHSC_00982",31.7042049469518,165.134440473404,29.1127927672963,14.2726756359168,45.8600957894806,17.3224557501672,19.1834566348935
"SAOUHSC_00983",116.835866378582,528.946254641372,221.705114150948,216.468913811404,179.771575494764,299.431020824318,120.239165693707
"SAOUHSC_00984",55.7759161103782,110.949702193068,43.6691891509444,24.9771823628543,74.2933551789586,73.0017778042759,95.9172831744673
"SAOUHSC_00985",770.294757229644,490.242870155418,94.0567150943417,397.256138533016,288.001401557938,522.148309040753,748.154808760845
"SAOUHSC_00986",17.026332286326,0,8.95778238993731,0,5.50321149473768,0,0.685123451246195
"SAOUHSC_00987",107.442027875781,25.8022563239694,89.5778238993731,2.37877927265279,33.9364708842157,14.847819214429,42.8202157028872
"SAOUHSC_00988",252.459409762764,51.6045126479388,39.1902979559757,21.4090134538751,38.5224804631637,44.543457643287,6.85123451246195
"SAOUHSC_00989",66.9310993324538,20.6418050591755,29.1127927672963,7.13633781795838,47.6944996210599,29.695638428858,67.8272216733733
"SAOUHSC_00991",0,61.9254151775265,13.436673584906,7.13633781795838,40.356884294743,17.3224557501672,1.37024690249239
"SAOUHSC_00992",0,10.3209025295877,0,19.0302341812223,11.0064229894754,2.47463653573817,0
"SAOUHSC_00994",2477.62490511364,1659.08508163123,1467.95658915098,9768.45708314869,3617.44435587423,4584.26418245495,6396.99766428572
"SAOUHSC_00995",1.17422981285007,0,15.6761191823903,1.1893896363264,1.83440383157923,14.847819214429,2.39793207936168
"SAOUHSC_00996",65.1697546131787,41.283610118351,60.4650311320768,42.8180269077503,80.7137685894859,34.6449115003343,46.5883946847413
"SAOUHSC_00997",122.707015442832,85.1474458690989,95.1764378930839,74.931547088563,60.5353264421144,33.4075932324652,202.453979843251
"SAOUHSC_00998",5.87114906425034,0,0,0,0,0,4.79586415872336
"SAOUHSC_00999",992.224191858307,456.699936934258,613.608093710706,861.118096700311,684.232629179051,509.775126362062,626.545396164645
"SAOUHSC_01000",1624.54694607807,1150.78063204903,1519.46383789312,1311.89676886802,1253.8150188844,1015.83829792052,1691.91236285248
"SAOUHSC_01001",5591.68236879202,5119.16765467552,6064.41867798756,6175.31099180665,6117.73677831672,5493.69310933873,9687.30303889557
"SAOUHSC_01002",2317.92965056603,1612.64102024809,1843.0637267296,2209.88594429444,1838.98984115817,1582.53006460456,3059.07620981426
"SAOUHSC_01005",43.4465030754525,30.9627075887633,55.9861399371082,0,11.0064229894754,16.0851374822981,42.8202157028872
"SAOUHSC_01007",946.429229157154,1127.55860135746,581.136132547183,1666.33488049328,1373.05126793705,658.253318506352,622.092093731545
"SAOUHSC_01008",104.506453343656,0,13.436673584906,120.128353268966,92.6373934947509,65.5778681970614,16.7855245555318
"SAOUHSC_01009",34.639779479077,5.16045126479387,38.0705751572336,53.5225336346878,48.6117015368495,32.1702749645961,25.6921294217323
"SAOUHSC_01010",10.5680683156506,15.4813537943816,15.6761191823903,1.1893896363264,4.58600957894806,2.47463653573817,15.0727159274163
"SAOUHSC_01011",11.7422981285007,36.1231588535571,51.5072487421395,10.7045067269376,5.50321149473768,4.94927307147633,9.93429004306983
"SAOUHSC_01012",36.4011241983521,36.1231588535571,53.7466943396239,40.4392476350975,34.8536728000053,32.1702749645961,4.79586415872336
"SAOUHSC_01013",221.929434628663,134.171732884641,616.967262106932,180.787224721612,99.0578069052782,292.007111217103,137.024690249239
"SAOUHSC_01014",389.257182959797,211.578501856549,580.016409748441,354.438111625266,202.701623389504,931.700655705419,186.696140464588
"SAOUHSC_01015",126.816819787807,10.3209025295877,131.007567452833,66.6058196342782,75.2105570947482,122.494508519039,77.7615117164431
"SAOUHSC_01016",58.1243757360783,20.6418050591755,150.04285503145,19.0302341812223,31.1848651368468,48.2554124468942,33.2284873854405
"SAOUHSC_01017",510.789968589779,438.638357507479,669.594233647814,356.816890897919,420.078477431643,258.599517984638,151.412282725409
"SAOUHSC_01018",98.0481893729806,159.97398920861,301.205432861642,117.749573996313,75.2105570947482,116.307917179694,76.3912648139507
"SAOUHSC_01019",4.69691925140027,41.283610118351,51.5072487421395,9.51511709061117,12.8408268210546,27.2210018931198,23.2941973423706
"SAOUHSC_01021",354.61740348072,258.022563239694,435.572168710702,245.014265083238,155.007123768445,428.112120682703,477.531045518598
"SAOUHSC_01022",65.7568695196038,108.369476560671,129.887844654091,59.4694818163198,57.7837206947456,110.121325840348,117.498671888722
"SAOUHSC_01023",22.3103664441513,10.3209025295877,0,16.6514549085695,5.50321149473768,0,0
"SAOUHSC_01025",358.14009291927,727.623628335936,1207.06117704405,153.431263086105,276.994978568463,423.162847611226,334.340244208143
"SAOUHSC_01026",68.6924440517289,154.813537943816,246.339015723276,42.8180269077503,49.5289034526391,117.545235447563,46.5883946847413
"SAOUHSC_01027",17.026332286326,61.9254151775265,43.6691891509444,35.6816890897919,20.1784421473715,17.3224557501672,40.7648453491486
"SAOUHSC_01028",172.61178248896,149.653086679022,281.050422484283,239.067316901606,199.032815726346,157.139420019373,139.422622328601
"SAOUHSC_01029",2314.99407603391,1406.22296965633,3375.96423820762,1628.27441213084,1437.25540204232,2197.47724373549,1284.60647108662
"SAOUHSC_01031",65.7568695196038,134.171732884641,117.570893867927,52.3331439983614,81.6309705052755,257.362199716769,84.270184503282
"SAOUHSC_01032",113.900291846457,317.367752784823,519.551378616364,71.3633781795838,157.758729515813,290.769792949234,28.7751849523402
"SAOUHSC_01034",81.6089719930797,196.097148062167,42.5494663522022,78.4997159975422,140.331893115811,81.6630056793595,62.6887957890268
"SAOUHSC_A00992",16.4392173799009,54.1847382803357,39.1902979559757,104.666287996723,90.8029896631716,11.1358644108217,80.1594437958048
"SAOUHSC_01035",1040.95472909158,1367.51958517038,711.023977201274,783.807770339095,1100.64229894754,706.508730953246,1350.37832240625
"SAOUHSC_01036",6.45826397067537,7.74067689719081,12.3169507861638,8.32572745428477,12.8408268210546,6.18659133934541,28.4326232267171
"SAOUHSC_01038",31.7042049469518,0,33.5916839622649,11.893896363264,18.3440383157923,17.3224557501672,9.93429004306983
"SAOUHSC_01039",7.0453788771004,30.9627075887633,20.1550103773589,2.37877927265279,11.0064229894754,12.3731826786908,2.05537035373859
"SAOUHSC_01040",8502.01095994091,8824.37166279753,4602.06070283029,16752.5530276573,7260.57036539057,11362.2936538418,9586.24732983676
"SAOUHSC_01041",5524.75126945957,5975.80256463131,7840.29903679263,12122.2591734386,4547.4870984849,8322.20266968745,7692.22354886665
"SAOUHSC_01042",21389.7702708768,23704.5328848307,23750.44028412,37729.8180435459,24050.8686358352,33442.2381439656,26849.6454926128
"SAOUHSC_01043",33156.1401105409,47744.4951018729,25494.9684045603,51576.6921896578,32712.9235285523,25287.0734404404,25527.014669982
"SAOUHSC_01045",0,0,15.6761191823903,0,0,0,0
"SAOUHSC_01046",7.63249378352544,0,24.6339015723276,7.13633781795838,11.0064229894754,9.89854614295266,4.11074070747717
"SAOUHSC_01047",1.17422981285007,0,13.436673584906,0,4.58600957894806,0,1.37024690249239
"SAOUHSC_01048",2.34845962570013,0,13.436673584906,8.32572745428477,0,6.18659133934541,0
"SAOUHSC_01049",79.8476272738046,25.8022563239694,73.9017047169828,82.0678849065213,44.0256919579014,54.4420037862396,25.0070059704861
"SAOUHSC_01050",1143.11272280954,1966.13193188647,1969.59240298747,949.132929788464,1281.33107635809,820.342011597202,498.76987250723
"SAOUHSC_01051",29.9428602276767,2.58022563239694,10.0775051886795,11.893896363264,17.4268364000026,14.847819214429,2.05537035373859
"SAOUHSC_01053",573.024148670833,247.701660710106,286.649036477994,382.9834628971,512.715870926393,947.785793187717,242.533701741153
"SAOUHSC_01054",34.0526645726519,41.283610118351,24.6339015723276,9.51511709061117,23.8472498105299,18.5597740180362,15.0727159274163
"SAOUHSC_01055",498.460555554853,379.29316796235,259.775689308182,701.739885432574,556.741562884295,293.244429484973,226.433300636867
"SAOUHSC_01055a",12.9165279413507,67.0858664423204,30.2325155660384,21.4090134538751,18.3440383157923,32.1702749645961,3.08305553060788
