Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
fm_1_R1	(0.0, 0.0)	(1.0, 9.148899808202464e-06)	(2.0, 1.8297799616404927e-05)	(3.0, 3.202114932870862e-05)	(4.0, 3.6595599232809855e-05)	(5.0, 3.202114932870862e-05)	(6.0, 4.5744499041012325e-05)	(7.0, 4.117004913691109e-05)	(8.0, 2.744669942460739e-05)	(9.0, 4.5744499041012325e-05)	(10.0, 8.691454817792341e-05)	(11.0, 0.00011893569750663204)	(12.0, 0.0001555312967394419)	(13.0, 0.00026531809443787143)	(14.0, 0.00043914719079371826)	(15.0, 0.0006724441359028811)	(16.0, 0.001376909421134471)	(17.0, 0.0019395667593389225)	(18.0, 0.0024610540484064627)	(19.0, 0.0040483881651295905)	(20.0, 0.006582633412001673)	(21.0, 0.012245802393278998)	(22.0, 0.014967600086219232)	(23.0, 0.01644057295533983)	(24.0, 0.024413839138188276)	(25.0, 0.040589093999090234)	(26.0, 0.0579262591356339)	(27.0, 0.09072963939794385)	(28.0, 0.14824419804220862)	(29.0, 0.20691609251221105)	(30.0, 0.2504374088998301)	(31.0, 0.3182399053784186)	(32.0, 0.43612805385701153)	(33.0, 0.6492745471386084)	(34.0, 6.0866990000984424)	(35.0, 17.43140337901806)	(36.0, 17.27261049949699)	(37.0, 6.152406398520952)	(38.0, 1.0376270461971866)	(39.0, 0.85079278876398)	(40.0, 0.7444642751930509)	(41.0, 0.5947288064821054)	(42.0, 1.1476151196913966)	(43.0, 5.204058891102109)	(44.0, 13.506218873155628)	(45.0, 10.714075289590125)	(46.0, 3.159897334705912)	(47.0, 2.489525424609589)	(48.0, 4.611416033776274)	(49.0, 3.931378311032585)	(50.0, 0.4623945452063608)	(51.0, 0.4603314682996111)	(52.0, 0.47741703869142915)	(53.0, 0.36326621578448703)	(54.0, 0.12415057039730744)	(55.0, 0.07492491497927409)	(56.0, 0.06690132984748051)	(57.0, 0.0594175298043709)	(58.0, 0.054083721216188874)	(59.0, 0.053402128180477786)	(60.0, 0.05368116962462796)	(61.0, 0.051604369368165995)	(62.0, 0.050035333051059276)	(63.0, 0.04967395150863529)	(64.0, 0.04438588741949426)	(65.0, 0.03994867101251606)	(66.0, 0.03950037492191414)	(67.0, 0.037771232858163875)	(68.0, 0.034431884428169975)	(69.0, 0.03103764259932686)	(70.0, 0.028443929503701462)	(71.0, 0.0256031961132546)	(72.0, 0.021568531297837312)	(73.0, 0.01789524802484402)	(74.0, 0.013906327708467744)	(75.0, 0.011518464858526903)	(76.0, 0.009798471694584839)	(77.0, 0.007186460799343036)	(78.0, 0.005109660542881076)	(79.0, 0.0035543475754866577)	(80.0, 0.002456479598502362)	(81.0, 0.0016650997650928484)	(82.0, 0.001084144627271992)	(83.0, 0.000690741935519286)	(84.0, 0.0003705304422321998)	(85.0, 0.00021957359539685913)	(86.0, 0.00019670134587635298)	(87.0, 0.0001280845973148345)	(88.0, 6.404229865741725e-05)	(89.0, 3.202114932870862e-05)	(90.0, 1.3723349712303695e-05)	(91.0, 3.202114932870862e-05)	(92.0, 2.744669942460739e-05)	(93.0, 4.574449904101232e-06)	(94.0, 4.574449904101232e-06)	(95.0, 9.148899808202464e-06)	(96.0, 4.574449904101232e-06)	(97.0, 2.2872249520506163e-05)	(98.0, 5.946784875331602e-05)	(99.0, 5.031894894511356e-05)	(100.0, 1.3723349712303695e-05)
fm_1_R2	(0.0, 5.4894267693543235e-05)	(1.0, 5.946879000133851e-05)	(2.0, 0.00018755541461960607)	(3.0, 0.0004940484092418892)	(4.0, 0.0007730942700174006)	(5.0, 0.0011299070100254315)	(6.0, 0.001459272616186691)	(7.0, 0.0016148063746517303)	(8.0, 0.0016697006423452736)	(9.0, 0.001715445865423226)	(10.0, 0.001793212744655746)	(11.0, 0.001935022936197399)	(12.0, 0.0021317273954325954)	(13.0, 0.0020448114715844855)	(14.0, 0.001980768159275352)	(15.0, 0.002136301917740391)	(16.0, 0.0022643885423586584)	(17.0, 0.0024976891800562173)	(18.0, 0.00279503313006291)	(19.0, 0.0033302522400749566)	(20.0, 0.003975259885474089)	(21.0, 0.0050685707170371585)	(22.0, 0.0068023146716915655)	(23.0, 0.009464686654828412)	(24.0, 0.014007187306469115)	(25.0, 0.02162376694894824)	(26.0, 0.03617074788773719)	(27.0, 0.05552555177201898)	(28.0, 0.07858114420330714)	(29.0, 0.1118790920817489)	(30.0, 0.16308172027290135)	(31.0, 0.2257892720681589)	(32.0, 0.2902534404296099)	(33.0, 0.37238898846607393)	(34.0, 0.5182156105939716)	(35.0, 0.6995816965311306)	(36.0, 1.2386571288486485)	(37.0, 2.5349761113870564)	(38.0, 4.839313957059691)	(39.0, 5.114851159225124)	(40.0, 2.65684596018903)	(41.0, 1.727220685843491)	(42.0, 6.475268348340359)	(43.0, 10.161738640523332)	(44.0, 9.39792607626845)	(45.0, 8.748792211747684)	(46.0, 7.121099407754896)	(47.0, 11.513724985025302)	(48.0, 9.938383014322921)	(49.0, 1.9378362674166931)	(50.0, 3.1776598994538294)	(51.0, 5.991004842314844)	(52.0, 3.4734073411751014)	(53.0, 0.260130211032778)	(54.0, 0.11059365131325845)	(55.0, 0.08620229836809405)	(56.0, 0.07287671488548644)	(57.0, 0.06311010975834354)	(58.0, 0.0578311110151478)	(59.0, 0.05497203457277576)	(60.0, 0.05207636195194135)	(61.0, 0.05087783710729899)	(62.0, 0.049628992517270876)	(63.0, 0.047881524995693085)	(64.0, 0.04527404728024978)	(65.0, 0.041916347906328054)	(66.0, 0.039926430702437114)	(67.0, 0.037936513498546175)	(68.0, 0.035200949158484596)	(69.0, 0.03127143449608846)	(70.0, 0.028878959329111536)	(71.0, 0.0261113733328954)	(72.0, 0.022419733830504617)	(73.0, 0.019212993692740134)	(74.0, 0.015800400051124864)	(75.0, 0.012758342716441006)	(76.0, 0.00999075672022487)	(77.0, 0.008138075185567785)	(78.0, 0.006303691740141881)	(79.0, 0.004103346510092356)	(80.0, 0.0027538624292927525)	(81.0, 0.002136301917740391)	(82.0, 0.0016148063746517303)	(83.0, 0.001171077710795589)	(84.0, 0.0007410726138628337)	(85.0, 0.0005809643330899993)	(86.0, 0.0005260700653964561)	(87.0, 0.0005031974538574796)	(88.0, 0.00048489936462629856)	(89.0, 0.00037511082923921213)	(90.0, 0.0003019184723144878)	(91.0, 0.00023787516000535404)	(92.0, 0.00022872611538976348)	(93.0, 0.00025617324923653506)	(94.0, 0.00025617324923653506)	(95.0, 0.00024244968231314928)	(96.0, 0.00020585350385078714)	(97.0, 0.00022415159308196824)	(98.0, 0.0003293656061612594)	(99.0, 0.000407132485393779)	(100.0, 0.001816085356194722)
fm_2_R1	(0.0, 0.0)	(1.0, 6.866340771823394e-06)	(2.0, 6.866340771823394e-06)	(3.0, 2.7465363087293577e-05)	(4.0, 4.806438540276376e-05)	(5.0, 5.4930726174587155e-05)	(6.0, 7.552974849005733e-05)	(7.0, 5.4930726174587155e-05)	(8.0, 6.179706694641054e-05)	(9.0, 9.612877080552752e-05)	(10.0, 0.00010299511157735091)	(11.0, 0.00010986145234917431)	(12.0, 0.00014419315620829126)	(13.0, 0.00026778729010111237)	(14.0, 0.0003776487424502867)	(15.0, 0.0005012428763431078)	(16.0, 0.0007003667587259862)	(17.0, 0.0009612877080552751)	(18.0, 0.0013183374281900916)	(19.0, 0.001970639801513314)	(20.0, 0.0033782396597371095)	(21.0, 0.03426304045139874)	(22.0, 0.052857091261496486)	(23.0, 0.0411499802455376)	(24.0, 0.040518276894529845)	(25.0, 0.10172483853456357)	(26.0, 0.11635701071931923)	(27.0, 0.07162280059088982)	(28.0, 0.07821448773184028)	(29.0, 0.091871639526997)	(30.0, 0.10477349383725316)	(31.0, 0.12886748360558145)	(32.0, 0.1693239634331649)	(33.0, 0.23243936780776553)	(34.0, 2.5252959427204362)	(35.0, 7.851667538920823)	(36.0, 7.781157085534968)	(37.0, 2.55430623248139)	(38.0, 0.39751306630317174)	(39.0, 0.32377543275456033)	(40.0, 0.2909817892283318)	(41.0, 0.3900699529065152)	(42.0, 2.4108134430318247)	(43.0, 14.55888772969798)	(44.0, 26.94974895971504)	(45.0, 17.066592107361007)	(46.0, 3.9536596154382257)	(47.0, 2.7413247560835434)	(48.0, 4.196515222196847)	(49.0, 2.9902364754029134)	(50.0, 0.1935758790392451)	(51.0, 0.1441931562082913)	(52.0, 0.09095154986357268)	(53.0, 0.06297807755916417)	(54.0, 0.05984015982644088)	(55.0, 0.05995002127879006)	(56.0, 0.062016789851108894)	(57.0, 0.06259356247594206)	(58.0, 0.06498991540530842)	(59.0, 0.06748239710548032)	(60.0, 0.06965902713014833)	(61.0, 0.0677707834178969)	(62.0, 0.06565595046017529)	(63.0, 0.06599240115799464)	(64.0, 0.06554608900782612)	(65.0, 0.06617779235883388)	(66.0, 0.06595806945413552)	(67.0, 0.06262102783902936)	(68.0, 0.057910718069558505)	(69.0, 0.052403912770556144)	(70.0, 0.04739835034789689)	(71.0, 0.04128044072020225)	(72.0, 0.03396778779821033)	(73.0, 0.0282069278906505)	(74.0, 0.02249413236849344)	(75.0, 0.017838753325197177)	(76.0, 0.013670884476700378)	(77.0, 0.009674674147499162)	(78.0, 0.007401915352025618)	(79.0, 0.004689710747155378)	(80.0, 0.0031310513919514675)	(81.0, 0.0020324368684597246)	(82.0, 0.0010299511157735091)	(83.0, 0.0006385696917795756)	(84.0, 0.00043257946862487376)	(85.0, 0.00028151997164475916)	(86.0, 0.0001167277931209977)	(87.0, 8.926243003370412e-05)	(88.0, 7.552974849005733e-05)	(89.0, 2.7465363087293577e-05)	(90.0, 2.7465363087293577e-05)	(91.0, 3.433170385911697e-05)	(92.0, 3.433170385911697e-05)	(93.0, 2.7465363087293577e-05)	(94.0, 2.059902231547018e-05)	(95.0, 2.7465363087293577e-05)	(96.0, 2.059902231547018e-05)	(97.0, 2.7465363087293577e-05)	(98.0, 0.00010299511157735091)	(99.0, 0.00010986145234917431)	(100.0, 2.7465363087293577e-05)
fm_2_R2	(0.0, 0.0001235973163726687)	(1.0, 9.61312460676312e-05)	(2.0, 0.00020599552728778117)	(3.0, 0.00048752274791441546)	(4.0, 0.0008445816618799028)	(5.0, 0.001325237892218059)	(6.0, 0.001661697253454768)	(7.0, 0.0021835525892504805)	(8.0, 0.00241014766926704)	(9.0, 0.0023071499056231495)	(10.0, 0.0023140164231994086)	(11.0, 0.00230028338804689)	(12.0, 0.002492545880182152)	(13.0, 0.0025886771262497834)	(14.0, 0.002767206583232527)	(15.0, 0.003028134251130383)	(16.0, 0.003117398979621755)	(17.0, 0.0032341297784181646)	(18.0, 0.0036323877978412084)	(19.0, 0.004113044028179364)	(20.0, 0.004696698022161411)	(21.0, 0.005857139492549244)	(22.0, 0.008404617513341471)	(23.0, 0.01255886064697839)	(24.0, 0.016781768956377906)	(25.0, 0.023758150813857428)	(26.0, 0.04040258941871015)	(27.0, 0.06414700719741506)	(28.0, 0.08594820050203857)	(29.0, 0.101473396741961)	(30.0, 0.10764639604301818)	(31.0, 0.11686812914793451)	(32.0, 0.1666641146109675)	(33.0, 0.2662286194667284)	(34.0, 0.3026486286912081)	(35.0, 0.33299863637827454)	(36.0, 0.6097261612191035)	(37.0, 1.179159597300717)	(38.0, 2.0156799675460912)	(39.0, 1.9941465684269422)	(40.0, 0.9844869574961876)	(41.0, 0.786477190149596)	(42.0, 5.1852438811946895)	(43.0, 10.38303975651878)	(44.0, 8.665847308012683)	(45.0, 6.006376385551666)	(46.0, 6.205608393026832)	(47.0, 18.40145685530112)	(48.0, 17.47279468569992)	(49.0, 2.670347486301812)	(50.0, 3.7414898956103935)	(51.0, 6.848396836375624)	(52.0, 3.692490426186206)	(53.0, 0.14980681396125073)	(54.0, 0.07130191851187732)	(55.0, 0.06465512949805825)	(56.0, 0.06566450758176838)	(57.0, 0.06759399902069727)	(58.0, 0.06730560528249438)	(59.0, 0.06665328611274973)	(60.0, 0.06730560528249438)	(61.0, 0.06650908924364828)	(62.0, 0.06661208700729218)	(63.0, 0.06821198560256062)	(64.0, 0.06641295799758065)	(65.0, 0.06501218841202373)	(66.0, 0.06428433754894024)	(67.0, 0.060205626108642184)	(68.0, 0.05598958431681893)	(69.0, 0.052851585784468386)	(70.0, 0.04912993325813581)	(71.0, 0.0446186312105334)	(72.0, 0.0376903149760877)	(73.0, 0.030350007687066423)	(74.0, 0.024451669089059627)	(75.0, 0.019651973303254324)	(76.0, 0.015058273044736803)	(77.0, 0.011219889719607815)	(78.0, 0.008919606331560925)	(79.0, 0.0062485309943960295)	(80.0, 0.0041817092039419575)	(81.0, 0.003275328883875721)	(82.0, 0.0022384847298605555)	(83.0, 0.0014351021734382088)	(84.0, 0.001235973163726687)	(85.0, 0.0011535749528115747)	(86.0, 0.0011055093297777589)	(87.0, 0.0009132468376424965)	(88.0, 0.0006797852400496779)	(89.0, 0.0006111200642870842)	(90.0, 0.0006042535467108247)	(91.0, 0.0004943892654906748)	(92.0, 0.00041199105457556234)	(93.0, 0.00041885757215182176)	(94.0, 0.00041199105457556234)	(95.0, 0.0003982580194230436)	(96.0, 0.0004737897127618967)	(97.0, 0.000569920958829528)	(98.0, 0.0006317196170158622)	(99.0, 0.0008377151443036435)	(100.0, 0.003117398979621755)
fm_3_R1	(0.0, 8.567643753602962e-06)	(1.0, 1.2851465630404444e-05)	(2.0, 2.998675313761037e-05)	(3.0, 6.425732815202222e-05)	(4.0, 8.99602594128311e-05)	(5.0, 9.424408128963258e-05)	(6.0, 7.710879378242666e-05)	(7.0, 8.567643753602962e-05)	(8.0, 8.99602594128311e-05)	(9.0, 6.85411500288237e-05)	(10.0, 8.567643753602962e-05)	(11.0, 0.00015850140944165478)	(12.0, 0.00028701606574569927)	(13.0, 0.00038982779078893475)	(14.0, 0.0005825997752450014)	(15.0, 0.0008910349503747082)	(16.0, 0.0012979980286708488)	(17.0, 0.0017863537226262176)	(18.0, 0.002360385854117616)	(19.0, 0.0036583838827884646)	(20.0, 0.006528544540245457)	(21.0, 0.053286460325533615)	(22.0, 0.08060010861201987)	(23.0, 0.08290480478173906)	(24.0, 0.09247914667639037)	(25.0, 0.1799205188256622)	(26.0, 0.1989535394242912)	(27.0, 0.10784093192660049)	(28.0, 0.10457665965647775)	(29.0, 0.13402365123761112)	(30.0, 0.1507648271321513)	(31.0, 0.1932003666437468)	(32.0, 0.28592369116711486)	(33.0, 2.983690504835985)	(34.0, 8.018967563800352)	(35.0, 8.18174851129693)	(36.0, 3.2291406469110795)	(37.0, 0.463492391782413)	(38.0, 0.42590613863535687)	(39.0, 0.33966852043346624)	(40.0, 0.27201840535501726)	(41.0, 0.4250579419037502)	(42.0, 2.538952685230209)	(43.0, 14.8596613527427)	(44.0, 26.281894071280483)	(45.0, 16.318062807768506)	(46.0, 3.7957617665556116)	(47.0, 2.2858559211050236)	(48.0, 3.1040444804647227)	(49.0, 2.0794570992588515)	(50.0, 0.18137273444189791)	(51.0, 0.15348077020204345)	(52.0, 0.13365095873432942)	(53.0, 0.11867471745303142)	(54.0, 0.11810496914341684)	(55.0, 0.1200455404536079)	(56.0, 0.12486912388688637)	(57.0, 0.12399094040214206)	(58.0, 0.12370820815827317)	(59.0, 0.12528893843081293)	(60.0, 0.12726806413789518)	(61.0, 0.12447072845234383)	(62.0, 0.11797645448711279)	(63.0, 0.11101096011543357)	(64.0, 0.10464091698462977)	(65.0, 0.09779536962550102)	(66.0, 0.09286897446717932)	(67.0, 0.08930911848755728)	(68.0, 0.08209087862514677)	(69.0, 0.07424291694684645)	(70.0, 0.06768438565346341)	(71.0, 0.06026052234096643)	(72.0, 0.05219408574694925)	(73.0, 0.043853484552816756)	(74.0, 0.037029356303072004)	(75.0, 0.03089492337549228)	(76.0, 0.023256868969155242)	(77.0, 0.017306640382277985)	(78.0, 0.01249590841462992)	(79.0, 0.007787988172025092)	(80.0, 0.005269100908465822)	(81.0, 0.0035641398014988326)	(82.0, 0.0019020169132998575)	(83.0, 0.001409377397467687)	(84.0, 0.0010195496066787524)	(85.0, 0.0006597085690274281)	(86.0, 0.0004883556939553689)	(87.0, 0.0003341381063905155)	(88.0, 0.00023561020322408145)	(89.0, 0.00010281172504323555)	(90.0, 4.283821876801481e-05)	(91.0, 4.283821876801481e-05)	(92.0, 4.283821876801481e-05)	(93.0, 2.998675313761037e-05)	(94.0, 2.998675313761037e-05)	(95.0, 4.283821876801481e-05)	(96.0, 3.855439689121333e-05)	(97.0, 7.710879378242666e-05)	(98.0, 0.0002013396282096696)	(99.0, 0.00023989402510088295)	(100.0, 9.852790316643406e-05)
fm_3_R2	(0.0, 4.2839797023328115e-05)	(1.0, 6.425969553499217e-05)	(2.0, 0.00019706306630730931)	(3.0, 0.00044981786874494516)	(4.0, 0.000882499818680559)	(5.0, 0.0014008613626628292)	(6.0, 0.0018463952517054417)	(7.0, 0.0021377058714640725)	(8.0, 0.0022790772016410554)	(9.0, 0.0023176330189620506)	(10.0, 0.0026217955778276803)	(11.0, 0.0028231426238373224)	(12.0, 0.0025875237402090178)	(13.0, 0.002793154765920993)	(14.0, 0.003024489669846965)	(15.0, 0.0032258367158566072)	(16.0, 0.003461455599484912)	(17.0, 0.003675654584601552)	(18.0, 0.004288263682035143)	(19.0, 0.0055263338160093265)	(20.0, 0.007282765493965779)	(21.0, 0.010067352300482106)	(22.0, 0.014402739759242911)	(23.0, 0.021402762592854722)	(24.0, 0.03847870568635331)	(25.0, 0.057816590062683616)	(26.0, 0.06557487730360835)	(27.0, 0.08436012829833772)	(28.0, 0.11888472071943784)	(29.0, 0.14374893891177748)	(30.0, 0.1538976868266039)	(31.0, 0.16356662901476907)	(32.0, 0.23066231911270554)	(33.0, 0.3726034185900986)	(34.0, 0.39607105939947773)	(35.0, 0.38670199579047587)	(36.0, 0.4579874180372938)	(37.0, 0.624424313452626)	(38.0, 1.0828229935413438)	(39.0, 1.9358019080931272)	(40.0, 2.035477263827305)	(41.0, 1.2676124580014694)	(42.0, 3.9923734879747186)	(43.0, 9.60302459248536)	(44.0, 8.681540558513571)	(45.0, 6.212374609520605)	(46.0, 7.056395722514811)	(47.0, 19.307725159225885)	(48.0, 18.130226214262986)	(49.0, 2.716514369046259)	(50.0, 3.1899155460525463)	(51.0, 5.817091802386357)	(52.0, 3.207094304658901)	(53.0, 0.19480969298388226)	(54.0, 0.12336147950837563)	(55.0, 0.12123234159631623)	(56.0, 0.12303589705099834)	(57.0, 0.12366135808753893)	(58.0, 0.12528070241502073)	(59.0, 0.12479661270865712)	(60.0, 0.12332292369105463)	(61.0, 0.12177212303881016)	(62.0, 0.11817358008885058)	(63.0, 0.11372252517812681)	(64.0, 0.10934001394264034)	(65.0, 0.10266985754610815)	(66.0, 0.09623532003320427)	(67.0, 0.09100029683695357)	(68.0, 0.08544397516302792)	(69.0, 0.07796414660275483)	(70.0, 0.06982886914802482)	(71.0, 0.06307731713714831)	(72.0, 0.05303995269458254)	(73.0, 0.043079699886658746)	(74.0, 0.03592545378376295)	(75.0, 0.028518452878429523)	(76.0, 0.022409497822902934)	(77.0, 0.017564316779564524)	(78.0, 0.012984742477770749)	(79.0, 0.009193420441206213)	(80.0, 0.006725848132662513)	(81.0, 0.005312134830892686)	(82.0, 0.0037356303004342116)	(83.0, 0.0028916862990746475)	(84.0, 0.0023304849580690493)	(85.0, 0.0017778515764681165)	(86.0, 0.0015165288146258152)	(87.0, 0.0012766259512951776)	(88.0, 0.0011438225805228605)	(89.0, 0.001015303189452876)	(90.0, 0.000882499818680559)	(91.0, 0.0007454124682059091)	(92.0, 0.0006297450162429233)	(93.0, 0.000612609097433592)	(94.0, 0.0005654853207079311)	(95.0, 0.0005869052192195951)	(96.0, 0.0006768687929685842)	(97.0, 0.000702572671182581)	(98.0, 0.0007068566508849138)	(99.0, 0.0009039197171922231)	(100.0, 0.004245423885011816)
fm_4_R1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 3.430202715375911e-05)	(3.0, 4.802283801526275e-05)	(4.0, 5.488324344601457e-05)	(5.0, 5.488324344601457e-05)	(6.0, 4.116243258451093e-05)	(7.0, 6.860405430751822e-05)	(8.0, 5.488324344601457e-05)	(9.0, 0.00010976648689202914)	(10.0, 0.0001852309466302992)	(11.0, 0.00021953297378405828)	(12.0, 0.00035674108239909475)	(13.0, 0.00043906594756811657)	(14.0, 0.000692900948505934)	(15.0, 0.0010908044634895396)	(16.0, 0.0017768450065647218)	(17.0, 0.0022159109541328385)	(18.0, 0.0026961393342854662)	(19.0, 0.004795423396095524)	(20.0, 0.0077522581367495584)	(21.0, 0.016650203980434673)	(22.0, 0.021925855756682825)	(23.0, 0.043213693808305725)	(24.0, 0.056749273723179075)	(25.0, 0.05985703738330965)	(26.0, 0.06989381052849956)	(27.0, 0.11373180123100371)	(28.0, 0.1526097188070743)	(29.0, 0.20581216292255466)	(30.0, 0.2637277055689616)	(31.0, 0.3249636844438523)	(32.0, 0.456498237767657)	(33.0, 0.6113924715831717)	(34.0, 5.180847833600591)	(35.0, 16.518744891570606)	(36.0, 17.11691736188872)	(37.0, 6.086887858029123)	(38.0, 1.2921573628821057)	(39.0, 1.1263276428099727)	(40.0, 0.9195961855596972)	(41.0, 0.8434662664946443)	(42.0, 2.1822126426569857)	(43.0, 10.702609794271535)	(44.0, 15.524185055869083)	(45.0, 8.393781508984592)	(46.0, 2.844063396183337)	(47.0, 1.9603471310264717)	(48.0, 2.5385969839736813)	(49.0, 1.8553417655033841)	(50.0, 0.5345627911641819)	(51.0, 0.38631629021106584)	(52.0, 0.13815484456448018)	(53.0, 0.09917402090694834)	(54.0, 0.09142862317562953)	(55.0, 0.07822234272143228)	(56.0, 0.07853106096581611)	(57.0, 0.07860652542555438)	(58.0, 0.07545759933283928)	(59.0, 0.07440795730193427)	(60.0, 0.07429819081504224)	(61.0, 0.07328971121672172)	(62.0, 0.07092287134311234)	(63.0, 0.06746522700601341)	(64.0, 0.06349305226160812)	(65.0, 0.06133202455092129)	(66.0, 0.062278760500365044)	(67.0, 0.0602206388711395)	(68.0, 0.05515765966324465)	(69.0, 0.049854566265273494)	(70.0, 0.04420159219033399)	(71.0, 0.0382055978438569)	(72.0, 0.031009032546998234)	(73.0, 0.025850007663072865)	(74.0, 0.021582835485145235)	(75.0, 0.016739389251034447)	(76.0, 0.013021049507566957)	(77.0, 0.01005049395605142)	(78.0, 0.0068809866470440776)	(79.0, 0.004438682313696429)	(80.0, 0.0031695073090073416)	(81.0, 0.002167888116117576)	(82.0, 0.0012074313558123207)	(83.0, 0.0007546445973827004)	(84.0, 0.0005213908127371385)	(85.0, 0.00034988067696834293)	(86.0, 0.00017151013576879556)	(87.0, 9.60456760305255e-05)	(88.0, 6.17436488767664e-05)	(89.0, 4.802283801526275e-05)	(90.0, 2.0581216292255467e-05)	(91.0, 1.3720810861503643e-05)	(92.0, 2.0581216292255467e-05)	(93.0, 2.7441621723007285e-05)	(94.0, 2.7441621723007285e-05)	(95.0, 6.860405430751821e-06)	(96.0, 0.0)	(97.0, 4.802283801526275e-05)	(98.0, 0.00013720810861503644)	(99.0, 0.00014406851404578827)	(100.0, 5.488324344601457e-05)
fm_4_R2	(0.0, 1.372100759670446e-05)	(1.0, 7.546554178187453e-05)	(2.0, 0.00029500166332914593)	(3.0, 0.0005625613114648829)	(4.0, 0.001008494058357778)	(5.0, 0.0014750083166457295)	(6.0, 0.0017974519951682846)	(7.0, 0.0022159427268677702)	(8.0, 0.002442339352213394)	(9.0, 0.002353152802834815)	(10.0, 0.0024835023750035077)	(11.0, 0.0026001309395754955)	(12.0, 0.0024217578408183373)	(13.0, 0.002435478848415042)	(14.0, 0.0028745510915095846)	(15.0, 0.003039203182670038)	(16.0, 0.003066645197863447)	(17.0, 0.00350571744095799)	(18.0, 0.004102581271414634)	(19.0, 0.004713166109467983)	(20.0, 0.005262006413336161)	(21.0, 0.0067232937223851855)	(22.0, 0.010126103606367893)	(23.0, 0.019771971946851128)	(24.0, 0.04236361095482502)	(25.0, 0.060941855240762864)	(26.0, 0.07188435879913467)	(27.0, 0.08509768911476107)	(28.0, 0.10121987304088881)	(29.0, 0.13232539726261783)	(30.0, 0.16370534163628092)	(31.0, 0.20274160824890508)	(32.0, 0.26788209181425954)	(33.0, 0.33521793659508664)	(34.0, 0.4480457820627875)	(35.0, 0.6331353140385323)	(36.0, 1.160262123384926)	(37.0, 2.480963988598117)	(38.0, 4.714462744685871)	(39.0, 5.119479446925393)	(40.0, 2.8743178343804408)	(41.0, 2.029947608390643)	(42.0, 7.441986379292969)	(43.0, 12.82098496390243)	(44.0, 11.108548331803327)	(45.0, 8.264601947738191)	(46.0, 7.084725643993776)	(47.0, 11.906870856298584)	(48.0, 10.010922608097356)	(49.0, 1.911212869152561)	(50.0, 2.061999882136545)	(51.0, 3.163446906458197)	(52.0, 1.6954500246943833)	(53.0, 0.13892520191663266)	(54.0, 0.09954591011409085)	(55.0, 0.08856224353292894)	(56.0, 0.0818320893067454)	(57.0, 0.0791907953443798)	(58.0, 0.07522542414893221)	(59.0, 0.07482065442482942)	(60.0, 0.0753557737211009)	(61.0, 0.07495100399699813)	(62.0, 0.0715344731054187)	(63.0, 0.06820026825941952)	(64.0, 0.06710944815548152)	(65.0, 0.06463280628427635)	(66.0, 0.06243058456500529)	(67.0, 0.059542312465899)	(68.0, 0.053148322925834726)	(69.0, 0.04779712996311999)	(70.0, 0.04307710334985366)	(71.0, 0.03810323809604829)	(72.0, 0.032470764477601104)	(73.0, 0.026508986676833015)	(74.0, 0.02353152802834815)	(75.0, 0.019518133306312094)	(76.0, 0.013618100039729176)	(77.0, 0.009851683454433803)	(78.0, 0.007608298712372623)	(79.0, 0.0052277038943444)	(80.0, 0.0037183930587069087)	(81.0, 0.0027373410155425403)	(82.0, 0.0018591965293534543)	(83.0, 0.0013721007596704461)	(84.0, 0.0009741915393660167)	(85.0, 0.0006517478608434619)	(86.0, 0.0005625613114648829)	(87.0, 0.00042535123549783827)	(88.0, 0.00039104871650607714)	(89.0, 0.000356746197514316)	(90.0, 0.0003018621671274981)	(91.0, 0.0002744201519340892)	(92.0, 0.00020581511395056693)	(93.0, 0.000178373098757158)	(94.0, 0.00028128065573244145)	(95.0, 0.0003018621671274981)	(96.0, 0.00026755964813573703)	(97.0, 0.00030872267092585035)	(98.0, 0.00034302518991761153)	(99.0, 0.0003979092203044293)	(100.0, 0.0016602419192012399)
