Sample	Unique Reads	Duplicate Reads
fm_1_R1	253237.0	10677039.0
fm_1_R2	305718.0	10624558.0
fm_2_R1	134716.0	7147183.0
fm_2_R2	166446.0	7115453.0
fm_3_R1	219042.0	11452778.0
fm_3_R2	284168.0	11387652.0
fm_4_R1	196632.0	7091567.0
fm_4_R2	243923.0	7044276.0
m_1_R1	191623.0	6801614.0
m_1_R2	241694.0	6751543.0
m_2_R1	159980.0	7408474.0
m_2_R2	207821.0	7360633.0
m_3_R1	242023.0	7204715.0
m_3_R2	317516.0	7129222.0
